disag_std_Current,disag_range_Current,disag_maxpair_Current,disag_std_1M,disag_range_1M,disag_maxpair_1M,disag_std_3M,disag_range_3M,disag_maxpair_3M,disag_std_6M,disag_range_6M,disag_maxpair_6M
0.012449953379852823,0.0304121435270071,0.0304121435270071,0.029501306814349225,0.07045559415176154,0.07045559415176154,0.05365647084603501,0.12555487301743323,0.12555487301743323,0.0502044778055707,0.10713630434647538,0.10713630434647538
0.022007969912052568,0.05091077358393249,0.05091077358393249,0.30232610967247675,0.6457353453899253,0.6457353453899253,0.015398102779693092,0.033600261305264036,0.033600261305264036,0.08714397196489924,0.19075745605071068,0.19075745605071068
0.38285854871994673,0.8133420810671835,0.8133420810671835,0.03771033138023772,0.08587268923543458,0.08587268923543458,0.010834740319019993,0.026206058782589116,0.026206058782589116,0.013223093669725964,0.029624631753235094,0.029624631753235094
0.031588929386695004,0.07646706639088119,0.07646706639088119,0.009458826838058636,0.020468845730442234,0.020468845730442234,0.03374107888467246,0.07988233450053311,0.07988233450053311,0.00014953117629788376,0.0003196629330646962,0.0003196629330646962
0.004729202949873194,0.010972527761238754,0.010972527761238754,0.006860623953475302,0.016258651748287573,0.016258651748287573,0.06797885925618317,0.15287748038356375,0.15287748038356375,4.8110308989278755e-05,0.00011738376090700925,0.00011738376090700925
0.0035966602687356065,0.008315303168543398,0.008315303168543398,0.03863123008216903,0.08436190615276792,0.08436190615276792,0.013470321441733296,0.029996991256644255,0.029996991256644255,2.387888129998621e-05,5.646050493233797e-05,5.646050493233797e-05
0.029679018811413844,0.06356587574493935,0.06356587574493935,0.01975062373428136,0.04764161455752588,0.04764161455752588,0.01577925364861397,0.03359003591763786,0.03359003591763786,9.461657011337958e-06,2.2353092361862988e-05,2.2353092361862988e-05
0.08329760895106933,0.1908085506265105,0.1908085506265105,0.017528124040261404,0.0417722735360041,0.0417722735360041,0.007459113896956684,0.015914766295506824,0.015914766295506824,6.74870795415373e-06,1.4939109874634919e-05,1.4939109874634919e-05
0.01912562895421735,0.042073273917806575,0.042073273917806575,0.01034951967514874,0.022465700929706737,0.022465700929706737,0.007490876249071091,0.01591596448343055,0.01591596448343055,5.418694135164406e-06,1.2829928731288454e-05,1.2829928731288454e-05
0.004643090957681217,0.010968943419034647,0.010968943419034647,0.003556586191427389,0.007689058809759244,0.007689058809759244,0.004406678651429704,0.009353546817147501,0.009353546817147501,4.278244122834928e-06,1.040198712892921e-05,1.040198712892921e-05
